Município;Dose;Total Doses Aplicadas
UBIRAJARA;1° DOSE;3817
ADOLFO;1° DOSE;3408
PLANALTO;1° DOSE;3450
OCAUÇU;1° DOSE;3422
GUZOLÂNDIA;1° DOSE;3471
NIPOÃ;1° DOSE;3776
GAVIÃO PEIXOTO;1° DOSE;3664
SALMOURÃO;1° DOSE;3844
POPULINA;1° DOSE;3380
NOVA INDEPENDÊNCIA;1° DOSE;4016
LUIZIÂNIA;1° DOSE;3787
SANTA MARIA DA SERRA;1° DOSE;4136
CANITAR;1° DOSE;3960
SANTA CRUZ DA CONCEIÇÃO;1° DOSE;3540
ALFREDO MARCONDES;1° DOSE;3687
RIBEIRÃO DO SUL;1° DOSE;3685
APARECIDA D'OESTE;1° DOSE;3546
MIRASSOLÂNDIA;1° DOSE;4006
TAQUARIVAÍ;1° DOSE;4023
AVAÍ;1° DOSE;4044
GUAIMBÊ;1° DOSE;4026
BARRA DO CHAPÉU;1° DOSE;3946
CORONEL MACEDO;1° DOSE;3719
MARABÁ PAULISTA;1° DOSE;4262
INDIANA;1° DOSE;3730
NARANDIBA;1° DOSE;3959
BRAÚNA;1° DOSE;4085
UBARANA;1° DOSE;4223
TACIBA;1° DOSE;4307
IPIGUÁ;1° DOSE;4227
JAMBEIRO;1° DOSE;4396
SABINO;1° DOSE;4121
PIACATU;1° DOSE;4214
ARAMINA;1° DOSE;4133
LAGOINHA;1° DOSE;4005
ALAMBARI;1° DOSE;4323
SANTA ERNESTINA;1° DOSE;4236
GUARANTÃ;1° DOSE;4670
ITIRAPUÃ;1° DOSE;4489
RIVERSUL;1° DOSE;4421
LAVRINHAS;1° DOSE;4796
COROADOS;1° DOSE;4159
BALBINOS;1° DOSE;4469
PARAÍSO;1° DOSE;4511
ANHEMBI;1° DOSE;4827
ÁLVARO DE CARVALHO;1° DOSE;5230
BARBOSA;1° DOSE;4986
TAIAÇU;1° DOSE;4655
ECHAPORÃ;1° DOSE;4809
FERNANDO PRESTES;1° DOSE;4464
AMÉRICO DE CAMPOS;1° DOSE;4618
ARANDU;1° DOSE;4930
TUIUTI;1° DOSE;5069
COLÔMBIA;1° DOSE;5047
ÁGUAS DE SANTA BÁRBARA;1° DOSE;4843
MENDONÇA;1° DOSE;4770
SILVEIRAS;1° DOSE;4841
ORIENTE;1° DOSE;4737
CAMPINA DO MONTE ALEGRE;1° DOSE;4802
TRÊS FRONTEIRAS;1° DOSE;5023
IPEÚNA;1° DOSE;4831
POLONI;1° DOSE;4669
PARDINHO;1° DOSE;4995
ORINDIÚVA;1° DOSE;4804
JABORANDI;1° DOSE;4788
SANTO ANTÔNIO DO PINHAL;1° DOSE;5127
IACRI;1° DOSE;4888
PEDRA BELA;1° DOSE;4951
SANTA ALBERTINA;1° DOSE;4859
SANTO ANTÔNIO DO JARDIM;1° DOSE;4813
TAIÚVA;1° DOSE;5215
NATIVIDADE DA SERRA;1° DOSE;5542
SALES;1° DOSE;4870
IBIRAREMA;1° DOSE;5165
QUINTANA;1° DOSE;4938
RESTINGA;1° DOSE;5201
GUATAPARÁ;1° DOSE;5327
NOVA ALIANÇA;1° DOSE;5283
GÁLIA;1° DOSE;5172
TARABAI;1° DOSE;5235
OURO VERDE;1° DOSE;5848
BARRA DO TURVO;1° DOSE;5579
IRAPUÃ;1° DOSE;5288
CAIUÁ;1° DOSE;6089
SÃO JOSÉ DA BELA VISTA;1° DOSE;5524
SANTA LÚCIA;1° DOSE;5992
CLEMENTINA;1° DOSE;5361
PAULICÉIA;1° DOSE;5642
SÃO PEDRO DO TURVO;1° DOSE;5535
NUPORANGA;1° DOSE;5727
SANTO ANTÔNIO DA ALEGRIA;1° DOSE;5470
LINDÓIA;1° DOSE;5349
SUD MENNUCCI;1° DOSE;5719
JACI;1° DOSE;5648
ITOBI;1° DOSE;5873
SANTO ANTÔNIO DO ARACANGUÁ;1° DOSE;5935
VISTA ALEGRE DO ALTO;1° DOSE;6120
PEREIRAS;1° DOSE;6039
EUCLIDES DA CUNHA PAULISTA;1° DOSE;6049
MACAUBAL;1° DOSE;5721
ICÉM;1° DOSE;6185
DOBRADA;1° DOSE;6280
TAPIRAÍ;1° DOSE;5822
CATIGUÁ;1° DOSE;5773
BILAC;1° DOSE;5978
RIBEIRÃO GRANDE;1° DOSE;5908
HERCULÂNDIA;1° DOSE;6450
MONTE ALEGRE DO SUL;1° DOSE;6294
ÁGUAS DA PRATA;1° DOSE;6371
IARAS;1° DOSE;6867
CRISTAIS PAULISTA;1° DOSE;6602
GUARAÇAÍ;1° DOSE;6141
SALTO GRANDE;1° DOSE;6716
ARIRANHA;1° DOSE;6239
SALTINHO;1° DOSE;6449
COSMORAMA;1° DOSE;6076
IEPÊ;1° DOSE;6220
IRAPURU;1° DOSE;6654
PAULO DE FARIA;1° DOSE;6694
AREALVA;1° DOSE;6718
NOVA CAMPINA;1° DOSE;7047
RAFARD;1° DOSE;7173
TERRA ROXA;1° DOSE;6293
ESTRELA D'OESTE;1° DOSE;6754
URÂNIA;1° DOSE;6892
AREIÓPOLIS;1° DOSE;7382
DOURADO;1° DOSE;6932
RINCÃO;1° DOSE;7412
RINÓPOLIS;1° DOSE;7271
QUELUZ;1° DOSE;7736
VARGEM;1° DOSE;7620
BÁLSAMO;1° DOSE;6903
SARAPUÍ;1° DOSE;7837
DUMONT;1° DOSE;7714
PORANGABA;1° DOSE;7465
ROSEIRA;1° DOSE;7678
PALMARES PAULISTA;1° DOSE;7094
IGARATÁ;1° DOSE;7344
MANDURI;1° DOSE;7584
CAJOBI;1° DOSE;7347
ESTIVA GERBI;1° DOSE;7717
PEDRO DE TOLEDO;1° DOSE;7496
NOVA EUROPA;1° DOSE;7369
NEVES PAULISTA;1° DOSE;7526
GUARACI;1° DOSE;7886
CEDRAL;1° DOSE;7635
BOFETE;1° DOSE;8097
BANANAL;1° DOSE;8050
PALMEIRA D'OESTE;1° DOSE;7345
TORRINHA;1° DOSE;7506
UCHOA;1° DOSE;7492
REGINÓPOLIS;1° DOSE;8101
RIOLÂNDIA;1° DOSE;8921
OUROESTE;1° DOSE;7994
VERA CRUZ;1° DOSE;8221
GUAIÇARA;1° DOSE;8571
SÃO SEBASTIÃO DA GRAMA;1° DOSE;8390
GETULINA;1° DOSE;8396
IACANGA;1° DOSE;8527
GENERAL SALGADO;1° DOSE;8169
SALES OLIVEIRA;1° DOSE;8416
SETE BARRAS;1° DOSE;8579
SÃO BENTO DO SAPUCAÍ;1° DOSE;8328
PARAPUÃ;1° DOSE;8204
NHANDEARA;1° DOSE;8200
PALESTINA;1° DOSE;8693
ILHA COMPRIDA;1° DOSE;8505
SÃO LUIZ DO PARAITINGA;1° DOSE;8678
MINEIROS DO TIETÊ;1° DOSE;9176
CANANÉIA;1° DOSE;9179
PIRANGI;1° DOSE;8629
AVANHANDAVA;1° DOSE;9216
TAGUAÍ;1° DOSE;9541
RIBEIRÃO BONITO;1° DOSE;8917
CHAVANTES;1° DOSE;9262
BOCAINA;1° DOSE;8781
CARDOSO;1° DOSE;9292
LUÍS ANTÔNIO;1° DOSE;9916
LAVÍNIA;1° DOSE;9801
IBIRÁ;1° DOSE;9439
BERNARDINO DE CAMPOS;1° DOSE;9865
TABAPUÃ;1° DOSE;9032
FLÓRIDA PAULISTA;1° DOSE;9815
PIQUETE;1° DOSE;9964
ELDORADO;1° DOSE;9534
DIVINOLÂNDIA;1° DOSE;9364
TAPIRATIBA;1° DOSE;9922
QUATÁ;1° DOSE;9977
VALENTIM GENTIL;1° DOSE;10178
SANTA BRANCA;1° DOSE;10553
PANORAMA;1° DOSE;10829
JOANÓPOLIS;1° DOSE;10567
MORUNGABA;1° DOSE;10798
AURIFLAMA;1° DOSE;10453
ITAPUÍ;1° DOSE;10409
DUARTINA;1° DOSE;10151
BOA ESPERANÇA DO SUL;1° DOSE;10624
ITARIRI;1° DOSE;10920
ITAPORANGA;1° DOSE;11057
MARACAÍ;1° DOSE;10557
IPAUSSU;1° DOSE;10586
SÃO LOURENÇO DA SERRA;1° DOSE;10746
SÃO SIMÃO;1° DOSE;11220
SANTA ADÉLIA;1° DOSE;11165
SEVERÍNIA;1° DOSE;11549
URUPÊS;1° DOSE;10645
TARUMÃ;1° DOSE;10848
IPUÃ;1° DOSE;11492
PIRATININGA;1° DOSE;11123
FARTURA;1° DOSE;11552
SERRA AZUL;1° DOSE;11491
TABATINGA;1° DOSE;11626
PATROCÍNIO PAULISTA;1° DOSE;10826
ALUMÍNIO;1° DOSE;12274
JACUPIRANGA;1° DOSE;11515
PACAEMBU;1° DOSE;13294
PINHALZINHO;1° DOSE;11805
RIBEIRÃO BRANCO;1° DOSE;12027
PINDORAMA;1° DOSE;11560
HOLAMBRA;1° DOSE;11813
CAFELÂNDIA;1° DOSE;12784
ELIAS FAUSTO;1° DOSE;12983
CHARQUEADA;1° DOSE;12267
GUAREÍ;1° DOSE;12974
PEDREGULHO;1° DOSE;12500
PIRAPORA DO BOM JESUS;1° DOSE;13728
MIRANTE DO PARANAPANEMA;1° DOSE;12436
GUAPIARA;1° DOSE;13417
ITAJOBI;1° DOSE;12510
JUQUIÁ;1° DOSE;13204
PARAIBUNA;1° DOSE;12972
CONCHAS;1° DOSE;12733
POTIRENDABA;1° DOSE;12833
BORBOREMA;1° DOSE;12115
ITIRAPINA;1° DOSE;13459
PRESIDENTE BERNARDES;1° DOSE;12970
SALESÓPOLIS;1° DOSE;13262
MACATUBA;1° DOSE;12958
ALTINÓPOLIS;1° DOSE;12971
COLINA;1° DOSE;13828
TUPI PAULISTA;1° DOSE;13479
BURITAMA;1° DOSE;13083
PRADÓPOLIS;1° DOSE;13617
CACONDE;1° DOSE;13784
ROSANA;1° DOSE;13373
CESÁRIO LANGE;1° DOSE;14079
SANTO ANASTÁCIO;1° DOSE;13973
ITATINGA;1° DOSE;14311
BURI;1° DOSE;14852
CASTILHO;1° DOSE;14980
NAZARÉ PAULISTA;1° DOSE;14098
MONTE AZUL PAULISTA;1° DOSE;13853
VIRADOURO;1° DOSE;13864
BADY BASSITT;1° DOSE;13877
ARAÇARIGUAMA;1° DOSE;15202
ENGENHEIRO COELHO;1° DOSE;15064
GUARÁ;1° DOSE;14509
MIRACATU;1° DOSE;14285
PARANAPANEMA;1° DOSE;14700
PIRAJUÍ;1° DOSE;16025
ITABERÁ;1° DOSE;14581
PARIQUERA-AÇU;1° DOSE;14942
MIGUELÓPOLIS;1° DOSE;15368
GUAPIAÇU;1° DOSE;16004
ÁGUAS DE LINDÓIA;1° DOSE;15286
CAPELA DO ALTO;1° DOSE;17268
JUNQUEIRÓPOLIS;1° DOSE;15786
POTIM;1° DOSE;17172
NOVA GRANADA;1° DOSE;15196
LUCÉLIA;1° DOSE;16366
TEODORO SAMPAIO;1° DOSE;16812
POMPÉIA;1° DOSE;16312
REGENTE FEIJÓ;1° DOSE;15711
IRACEMÁPOLIS;1° DOSE;16809
TAMBAÚ;1° DOSE;16652
CERQUEIRA CÉSAR;1° DOSE;17150
SANTO ANTÔNIO DE POSSE;1° DOSE;17556
SANTA GERTRUDES;1° DOSE;17486
CUNHA;1° DOSE;16935
IGARAÇU DO TIETÊ;1° DOSE;18122
PALMITAL;1° DOSE;16708
ANGATUBA;1° DOSE;17781
CORDEIRÓPOLIS;1° DOSE;17507
BASTOS;1° DOSE;17275
BOM JESUS DOS PERDÕES;1° DOSE;18124
APIAÍ;1° DOSE;18065
BRODOWSKI;1° DOSE;18447
VALPARAÍSO;1° DOSE;18703
ÁLVARES MACHADO;1° DOSE;18414
BROTAS;1° DOSE;18900
SANTA ROSA DE VITERBO;1° DOSE;18941
MONTE APRAZÍVEL;1° DOSE;17649
CAJURU;1° DOSE;18744
PIRAPOZINHO;1° DOSE;19057
TAQUARITUBA;1° DOSE;19817
DOIS CÓRREGOS;1° DOSE;19159
CAJATI;1° DOSE;20956
PEREIRA BARRETO;1° DOSE;19015
ITAÍ;1° DOSE;20662
RIO GRANDE DA SERRA;1° DOSE;24947
MARTINÓPOLIS;1° DOSE;20475
CONCHAL;1° DOSE;20426
TANABI;1° DOSE;19829
PIRACAIA;1° DOSE;21948
BARRINHA;1° DOSE;22337
ILHA SOLTEIRA;1° DOSE;20478
MIRANDÓPOLIS;1° DOSE;22769
BIRITIBA MIRIM;1° DOSE;22045
SANTA CRUZ DAS PALMEIRAS;1° DOSE;22908
JUQUITIBA;1° DOSE;22751
SANTA RITA DO PASSA QUATRO;1° DOSE;21089
IGARAPAVA;1° DOSE;20718
IGUAPE;1° DOSE;22457
CASA BRANCA;1° DOSE;22416
MORRO AGUDO;1° DOSE;21188
PILAR DO SUL;1° DOSE;22107
RANCHARIA;1° DOSE;22634
LARANJAL PAULISTA;1° DOSE;21940
CACHOEIRA PAULISTA;1° DOSE;23751
RIO DAS PEDRAS;1° DOSE;24177
SÃO MIGUEL ARCANJO;1° DOSE;23948
IPERÓ;1° DOSE;24894
JARINU;1° DOSE;23901
SERRA NEGRA;1° DOSE;22784
ARAÇOIABA DA SERRA;1° DOSE;24219
IBATÉ;1° DOSE;25790
CÂNDIDO MOTA;1° DOSE;23222
GUARARAPES;1° DOSE;24834
GUARAREMA;1° DOSE;24332
PIRAJU;1° DOSE;23591
SÃO PEDRO;1° DOSE;25628
PITANGUEIRAS;1° DOSE;25850
CRAVINHOS;1° DOSE;26028
OSVALDO CRUZ;1° DOSE;24896
AGUAÍ;1° DOSE;25664
BARIRI;1° DOSE;24688
AMÉRICO BRASILIENSE;1° DOSE;26447
APARECIDA;1° DOSE;26397
PROMISSÃO;1° DOSE;26572
GUARIBA;1° DOSE;28232
SANTA FÉ DO SUL;1° DOSE;27033
ILHABELA;1° DOSE;29620
BARRA BONITA;1° DOSE;27862
AGUDOS;1° DOSE;28919
DESCALVADO;1° DOSE;26542
SÃO MANUEL;1° DOSE;28505
JOSÉ BONIFÁCIO;1° DOSE;27707
PRESIDENTE VENCESLAU;1° DOSE;28001
ADAMANTINA;1° DOSE;28076
TIETÊ;1° DOSE;29767
ORLÂNDIA;1° DOSE;29651
GUAÍRA;1° DOSE;30506
PONTAL;1° DOSE;30243
ITUVERAVA;1° DOSE;29535
PRESIDENTE EPITÁCIO;1° DOSE;30565
JARDINÓPOLIS;1° DOSE;33127
PEDERNEIRAS;1° DOSE;33267
NOVO HORIZONTE;1° DOSE;30762
ITÁPOLIS;1° DOSE;32192
SOCORRO;1° DOSE;32787
VARGEM GRANDE DO SUL;1° DOSE;32861
VARGEM GRANDE PAULISTA;1° DOSE;35291
SALTO DE PIRAPORA;1° DOSE;32782
GARÇA;1° DOSE;33446
ESPÍRITO SANTO DO PINHAL;1° DOSE;33660
LOUVEIRA;1° DOSE;34439
CAPÃO BONITO;1° DOSE;35037
PARAGUAÇU PAULISTA;1° DOSE;33492
PEDREIRA;1° DOSE;34575
TREMEMBÉ;1° DOSE;37068
CABREÚVA;1° DOSE;38252
ITARARÉ;1° DOSE;34405
DRACENA;1° DOSE;35975
CAMPOS DO JORDÃO;1° DOSE;38367
SANTA CRUZ DO RIO PARDO;1° DOSE;36594
SÃO JOAQUIM DA BARRA;1° DOSE;37912
ARTUR NOGUEIRA;1° DOSE;39168
CAPIVARI;1° DOSE;38758
MAIRINQUE;1° DOSE;40089
CERQUILHO;1° DOSE;36819
PIEDADE;1° DOSE;39833
MONTE ALTO;1° DOSE;38773
COSMÓPOLIS;1° DOSE;41871
SANTA ISABEL;1° DOSE;40909
JALES;1° DOSE;38801
PORTO FELIZ;1° DOSE;40515
MONGAGUÁ;1° DOSE;41470
ITUPEVA;1° DOSE;42906
NOVA ODESSA;1° DOSE;43646
BOITUVA;1° DOSE;43475
REGISTRO;1° DOSE;43662
PORTO FERREIRA;1° DOSE;41862
SERRANA;1° DOSE;35249
OLÍMPIA;1° DOSE;42802
TAQUARITINGA;1° DOSE;41051
ANDRADINA;1° DOSE;44445
SÃO JOSÉ DO RIO PARDO;1° DOSE;42356
JAGUARIÚNA;1° DOSE;44430
MONTE MOR;1° DOSE;47964
IBITINGA;1° DOSE;44048
EMBU-GUAÇU;1° DOSE;46837
BERTIOGA;1° DOSE;48287
BATATAIS;1° DOSE;45310
IBIÚNA;1° DOSE;52697
MIRASSOL;1° DOSE;47555
PERUÍBE;1° DOSE;49602
PENÁPOLIS;1° DOSE;47360
LENÇÓIS PAULISTA;1° DOSE;50899
SÃO ROQUE;1° DOSE;59796
TUPÃ;1° DOSE;52182
VINHEDO;1° DOSE;55773
MOCOCA;1° DOSE;55210
CAMPO LIMPO PAULISTA;1° DOSE;57112
BEBEDOURO;1° DOSE;56198
PIRASSUNUNGA;1° DOSE;57452
AMPARO;1° DOSE;57215
LINS;1° DOSE;58053
CRUZEIRO;1° DOSE;57362
JABOTICABAL;1° DOSE;57633
FERNANDÓPOLIS;1° DOSE;55820
SÃO SEBASTIÃO;1° DOSE;60728
ITAPIRA;1° DOSE;59586
ARUJÁ;1° DOSE;64233
LORENA;1° DOSE;63905
MAIRIPORÃ;1° DOSE;66624
CAJAMAR;1° DOSE;67425
UBATUBA;1° DOSE;68097
CAÇAPAVA;1° DOSE;67023
MATÃO;1° DOSE;64569
CAIEIRAS;1° DOSE;71015
AVARÉ;1° DOSE;71531
ITAPEVA;1° DOSE;69845
MOGI MIRIM;1° DOSE;73387
SÃO JOÃO DA BOA VISTA;1° DOSE;72570
VOTUPORANGA;1° DOSE;75529
POÁ;1° DOSE;78073
LEME;1° DOSE;74068
PAULÍNIA;1° DOSE;78730
JANDIRA;1° DOSE;82918
VOTORANTIM;1° DOSE;80232
VÁRZEA PAULISTA;1° DOSE;80619
ASSIS;1° DOSE;77628
CUBATÃO;1° DOSE;85538
OURINHOS;1° DOSE;82388
ITANHAÉM;1° DOSE;84681
RIBEIRÃO PIRES;1° DOSE;90531
BIRIGUI;1° DOSE;88674
SALTO;1° DOSE;93286
CARAGUATATUBA;1° DOSE;86828
GUARATINGUETÁ;1° DOSE;91112
TATUÍ;1° DOSE;93215
ITATIBA;1° DOSE;90392
SERTÃOZINHO;1° DOSE;94506
BARRETOS;1° DOSE;94895
CATANDUVA;1° DOSE;92201
VALINHOS;1° DOSE;96282
JAÚ;1° DOSE;104863
ARARAS;1° DOSE;101944
ATIBAIA;1° DOSE;112485
SANTANA DE PARNAÍBA;1° DOSE;106788
MOGI GUAÇU;1° DOSE;109023
ITAPECERICA DA SERRA;1° DOSE;109414
FRANCO DA ROCHA;1° DOSE;114640
FERRAZ DE VASCONCELOS;1° DOSE;124416
PINDAMONHANGABA;1° DOSE;120380
FRANCISCO MORATO;1° DOSE;123842
ITAPETININGA;1° DOSE;122068
ITU;1° DOSE;133805
SÃO CAETANO DO SUL;1° DOSE;126527
SANTA BÁRBARA D'OESTE;1° DOSE;139860
BRAGANÇA PAULISTA;1° DOSE;135224
ITAPEVI;1° DOSE;160533
ARAÇATUBA;1° DOSE;150737
BOTUCATU;1° DOSE;132046
RIO CLARO;1° DOSE;152909
HORTOLÂNDIA;1° DOSE;169882
JACAREÍ;1° DOSE;167149
COTIA;1° DOSE;171115
PRESIDENTE PRUDENTE;1° DOSE;179994
AMERICANA;1° DOSE;181187
ARARAQUARA;1° DOSE;183980
MARÍLIA;1° DOSE;180520
EMBU DAS ARTES;1° DOSE;191903
TABOÃO DA SERRA;1° DOSE;199730
SUMARÉ;1° DOSE;197755
SUZANO;1° DOSE;205504
SÃO CARLOS;1° DOSE;200692
GUARUJÁ;1° DOSE;213856
BARUERI;1° DOSE;200439
INDAIATUBA;1° DOSE;199846
LIMEIRA;1° DOSE;222448
ITAQUAQUECETUBA;1° DOSE;236857
TAUBATÉ;1° DOSE;219776
SÃO VICENTE;1° DOSE;255386
PRAIA GRANDE;1° DOSE;250639
FRANCA;1° DOSE;258190
CARAPICUÍBA;1° DOSE;286996
BAURU;1° DOSE;288481
MAUÁ;1° DOSE;307500
DIADEMA;1° DOSE;307845
PIRACICABA;1° DOSE;307302
MOGI DAS CRUZES;1° DOSE;314104
JUNDIAÍ;1° DOSE;317362
SANTOS;1° DOSE;352031
SÃO JOSÉ DO RIO PRETO;1° DOSE;364559
SOROCABA;1° DOSE;448907
OSASCO;1° DOSE;535597
RIBEIRÃO PRETO;1° DOSE;509393
SANTO ANDRÉ;1° DOSE;523203
SÃO JOSÉ DOS CAMPOS;1° DOSE;538661
SÃO BERNARDO DO CAMPO;1° DOSE;609779
CAMPINAS;1° DOSE;840375
GUARULHOS;1° DOSE;940542
SÃO PAULO;1° DOSE;9903695
