Município;Dose;Total Doses Aplicadas
PRESIDENTE EPITÁCIO;2° DOSE;29634
PRESIDENTE BERNARDES;2° DOSE;12315
PRESIDENTE ALVES;2° DOSE;3107
PRATÂNIA;2° DOSE;4125
PRAIA GRANDE;2° DOSE;226805
PRADÓPOLIS;2° DOSE;13454
PRACINHA;2° DOSE;2748
POTIRENDABA;2° DOSE;13462
POTIM;2° DOSE;16823
PORTO FERREIRA;2° DOSE;40872
PORTO FELIZ;2° DOSE;41637
PORANGABA;2° DOSE;7436
POPULINA;2° DOSE;3509
PONTES GESTAL;2° DOSE;2050
PONTALINDA;2° DOSE;3231
PONTAL;2° DOSE;29289
PONGAÍ;2° DOSE;2780
POMPÉIA;2° DOSE;15434
POLONI;2° DOSE;4879
POÁ;2° DOSE;77292
PLATINA;2° DOSE;2578
PLANALTO;2° DOSE;3561
PITANGUEIRAS;2° DOSE;25218
PIRATININGA;2° DOSE;11007
PIRASSUNUNGA;2° DOSE;53760
PIRAPOZINHO;2° DOSE;18658
PIRAPORA DO BOM JESUS;2° DOSE;12212
PIRANGI;2° DOSE;8724
PIRAJUÍ;2° DOSE;16625
PIRAJU;2° DOSE;22851
PIRACICABA;2° DOSE;318214
PIRACAIA;2° DOSE;22134
PIQUETE;2° DOSE;9853
PIQUEROBI;2° DOSE;2498
PINHALZINHO;2° DOSE;12326
PINDORAMA;2° DOSE;11511
PINDAMONHANGABA;2° DOSE;117105
PILAR DO SUL;2° DOSE;22323
PIEDADE;2° DOSE;41903
PIACATU;2° DOSE;4423
PERUÍBE;2° DOSE;51478
PEREIRAS;2° DOSE;6121
PEREIRA BARRETO;2° DOSE;18813
PENÁPOLIS;2° DOSE;46078
PEDRO DE TOLEDO;2° DOSE;7287
PEDRINHAS PAULISTA;2° DOSE;2477
PEDREIRA;2° DOSE;33993
PEDREGULHO;2° DOSE;12227
PEDRANÓPOLIS;2° DOSE;2363
PEDRA BELA;2° DOSE;5310
PEDERNEIRAS;2° DOSE;32022
PAULO DE FARIA;2° DOSE;6754
PAULISTÂNIA;2° DOSE;1610
PAULÍNIA;2° DOSE;79584
PAULICÉIA;2° DOSE;5758
PATROCÍNIO PAULISTA;2° DOSE;11160
PARISI;2° DOSE;2068
PARIQUERA-AÇU;2° DOSE;14964
PARDINHO;2° DOSE;5039
PARAPUÃ;2° DOSE;7890
PARANAPUÃ;2° DOSE;3389
PARANAPANEMA;2° DOSE;14802
PARAÍSO;2° DOSE;4639
PARAIBUNA;2° DOSE;13520
PARAGUAÇU PAULISTA;2° DOSE;33013
PANORAMA;2° DOSE;10789
PALMITAL;2° DOSE;16614
PALMEIRA D'OESTE;2° DOSE;7655
PALMARES PAULISTA;2° DOSE;7364
PALESTINA;2° DOSE;8812
PACAEMBU;2° DOSE;12928
OUROESTE;2° DOSE;8038
OURO VERDE;2° DOSE;5731
OURINHOS;2° DOSE;76658
OSVALDO CRUZ;2° DOSE;25379
OSCAR BRESSANE;2° DOSE;2062
OSASCO;2° DOSE;501579
ORLÂNDIA;2° DOSE;29644
ORINDIÚVA;2° DOSE;4987
ORIENTE;2° DOSE;4889
ONDA VERDE;2° DOSE;3687
OLÍMPIA;2° DOSE;42333
ÓLEO;2° DOSE;2375
OCAUÇU;2° DOSE;3528
NUPORANGA;2° DOSE;5703
NOVO HORIZONTE;2° DOSE;30322
NOVAIS;2° DOSE;3221
NOVA ODESSA;2° DOSE;41156
NOVA LUZITÂNIA;2° DOSE;2333
NOVA INDEPENDÊNCIA;2° DOSE;4367
NOVA GUATAPORANGA;2° DOSE;1870
NOVA GRANADA;2° DOSE;15665
NOVA EUROPA;2° DOSE;7319
NOVA CASTILHO;2° DOSE;923
NOVA CANAÃ PAULISTA;2° DOSE;1670
NOVA CAMPINA;2° DOSE;7061
NOVA ALIANÇA;2° DOSE;5544
NIPOÃ;2° DOSE;3654
NHANDEARA;2° DOSE;8212
NEVES PAULISTA;2° DOSE;7466
NAZARÉ PAULISTA;2° DOSE;13599
NATIVIDADE DA SERRA;2° DOSE;4974
NARANDIBA;2° DOSE;4123
NANTES;2° DOSE;2140
MURUTINGA DO SUL;2° DOSE;3159
MOTUCA;2° DOSE;3397
MORUNGABA;2° DOSE;10827
MORRO AGUDO;2° DOSE;21464
MONTEIRO LOBATO;2° DOSE;3241
MONTE MOR;2° DOSE;44065
MONTE CASTELO;2° DOSE;3244
MONTE AZUL PAULISTA;2° DOSE;14528
MONTE APRAZÍVEL;2° DOSE;17554
MONTE ALTO;2° DOSE;37865
MONTE ALEGRE DO SUL;2° DOSE;5941
MONGAGUÁ;2° DOSE;38013
MONÇÕES;2° DOSE;1710
MOMBUCA;2° DOSE;2804
MOGI MIRIM;2° DOSE;70910
MOGI GUAÇU;2° DOSE;113023
MOGI DAS CRUZES;2° DOSE;315153
MOCOCA;2° DOSE;52539
MIRASSOLÂNDIA;2° DOSE;4006
MIRASSOL;2° DOSE;46635
MIRANTE DO PARANAPANEMA;2° DOSE;12071
MIRANDÓPOLIS;2° DOSE;22555
MIRACATU;2° DOSE;13885
MIRA ESTRELA;2° DOSE;2464
MINEIROS DO TIETÊ;2° DOSE;8833
MIGUELÓPOLIS;2° DOSE;15035
MESÓPOLIS;2° DOSE;1718
MERIDIANO;2° DOSE;3277
MENDONÇA;2° DOSE;4961
MAUÁ;2° DOSE;292688
MATÃO;2° DOSE;63420
MARTINÓPOLIS;2° DOSE;20052
MARINÓPOLIS;2° DOSE;1614
MARÍLIA;2° DOSE;169447
MARIÁPOLIS;2° DOSE;2885
MARAPOAMA;2° DOSE;2567
MARACAÍ;2° DOSE;10124
MARABÁ PAULISTA;2° DOSE;3971
MANDURI;2° DOSE;7896
MAIRIPORÃ;2° DOSE;65019
MAIRINQUE;2° DOSE;37562
MAGDA;2° DOSE;2608
MACEDÔNIA;2° DOSE;3136
MACAUBAL;2° DOSE;5922
MACATUBA;2° DOSE;13191
LUTÉCIA;2° DOSE;2159
LUPÉRCIO;2° DOSE;3233
LUIZIÂNIA;2° DOSE;3851
LUÍS ANTÔNIO;2° DOSE;9413
LUCIANÓPOLIS;2° DOSE;2076
LUCÉLIA;2° DOSE;16324
LOUVEIRA;2° DOSE;38073
LOURDES;2° DOSE;1843
LORENA;2° DOSE;59888
LINS;2° DOSE;55421
LINDÓIA;2° DOSE;5595
LIMEIRA;2° DOSE;207740
LENÇÓIS PAULISTA;2° DOSE;48729
LEME;2° DOSE;72893
LAVRINHAS;2° DOSE;4370
LAVÍNIA;2° DOSE;9889
LARANJAL PAULISTA;2° DOSE;21069
LAGOINHA;2° DOSE;4509
JUQUITIBA;2° DOSE;22652
JUQUIÁ;2° DOSE;12669
JUNQUEIRÓPOLIS;2° DOSE;16403
JUNDIAÍ;2° DOSE;328374
JUMIRIM;2° DOSE;2639
JÚLIO MESQUITA;2° DOSE;3474
JOSÉ BONIFÁCIO;2° DOSE;28315
JOÃO RAMALHO;2° DOSE;3316
JOANÓPOLIS;2° DOSE;10236
JERIQUARA;2° DOSE;2714
JAÚ;2° DOSE;99577
JARINU;2° DOSE;23507
JARDINÓPOLIS;2° DOSE;30802
JANDIRA;2° DOSE;78247
JAMBEIRO;2° DOSE;4565
JALES;2° DOSE;37594
JAGUARIÚNA;2° DOSE;44288
JACUPIRANGA;2° DOSE;11319
JACI;2° DOSE;6169
JACAREÍ;2° DOSE;158894
JABOTICABAL;2° DOSE;55908
JABORANDI;2° DOSE;4988
ITUVERAVA;2° DOSE;29334
ITUPEVA;2° DOSE;48246
ITU;2° DOSE;131742
ITOBI;2° DOSE;5335
ITIRAPUÃ;2° DOSE;4611
ITIRAPINA;2° DOSE;13357
ITATINGA;2° DOSE;14771
ITATIBA;2° DOSE;86209
ITARIRI;2° DOSE;10486
ITARARÉ;2° DOSE;35753
ITAQUAQUECETUBA;2° DOSE;226413
ITAPURA;2° DOSE;3156
ITAPUÍ;2° DOSE;9732
ITAPORANGA;2° DOSE;11368
ITÁPOLIS;2° DOSE;30529
ITAPIRAPUÃ PAULISTA;2° DOSE;3497
ITAPIRA;2° DOSE;57839
ITAPEVI;2° DOSE;146603
ITAPEVA;2° DOSE;71091
ITAPETININGA;2° DOSE;116438
ITAPECERICA DA SERRA;2° DOSE;112116
ITAOCA;2° DOSE;2779
ITANHAÉM;2° DOSE;80425
ITAJU;2° DOSE;2643
ITAJOBI;2° DOSE;13080
ITAÍ;2° DOSE;20350
ITABERÁ;2° DOSE;14691
IRAPURU;2° DOSE;6411
IRAPUÃ;2° DOSE;5320
IRACEMÁPOLIS;2° DOSE;17072
IPUÃ;2° DOSE;11299
IPORANGA;2° DOSE;3069
IPIGUÁ;2° DOSE;4424
IPEÚNA;2° DOSE;4703
IPERÓ;2° DOSE;24108
IPAUSSU;2° DOSE;10556
INÚBIA PAULISTA;2° DOSE;3025
INDIAPORÃ;2° DOSE;3318
INDIANA;2° DOSE;3758
INDAIATUBA;2° DOSE;204933
ILHABELA;2° DOSE;30327
ILHA SOLTEIRA;2° DOSE;20973
ILHA COMPRIDA;2° DOSE;10077
IGUAPE;2° DOSE;21517
IGARATÁ;2° DOSE;8348
IGARAPAVA;2° DOSE;20023
IGARAÇU DO TIETÊ;2° DOSE;17592
IEPÊ;2° DOSE;6349
ICÉM;2° DOSE;6220
IBIÚNA;2° DOSE;53608
IBITINGA;2° DOSE;43242
IBIRAREMA;2° DOSE;5255
IBIRÁ;2° DOSE;9173
IBATÉ;2° DOSE;24412
IARAS;2° DOSE;7093
IACRI;2° DOSE;5041
IACANGA;2° DOSE;8817
HORTOLÂNDIA;2° DOSE;165413
HOLAMBRA;2° DOSE;12258
HERCULÂNDIA;2° DOSE;6268
GUZOLÂNDIA;2° DOSE;3606
GUATAPARÁ;2° DOSE;5937
GUARULHOS;2° DOSE;919253
GUARUJÁ;2° DOSE;198786
GUARIBA;2° DOSE;29018
GUAREÍ;2° DOSE;12167
GUARATINGUETÁ;2° DOSE;87252
GUARAREMA;2° DOSE;24072
GUARARAPES;2° DOSE;24129
GUARANTÃ;2° DOSE;4804
GUARANI D'OESTE;2° DOSE;1681
GUARACI;2° DOSE;8062
GUARAÇAÍ;2° DOSE;6277
GUARÁ;2° DOSE;14788
GUAPIARA;2° DOSE;13301
GUAPIAÇU;2° DOSE;15596
GUAÍRA;2° DOSE;30822
GUAIMBÊ;2° DOSE;4296
GUAIÇARA;2° DOSE;8460
GLICÉRIO;2° DOSE;3452
GETULINA;2° DOSE;8413
GENERAL SALGADO;2° DOSE;8146
GAVIÃO PEIXOTO;2° DOSE;3728
GASTÃO VIDIGAL;2° DOSE;2783
GARÇA;2° DOSE;32268
GÁLIA;2° DOSE;5380
GABRIEL MONTEIRO;2° DOSE;2291
FRANCO DA ROCHA;2° DOSE;106287
FRANCISCO MORATO;2° DOSE;115524
FRANCA;2° DOSE;248131
FLORÍNEA;2° DOSE;3768
FLÓRIDA PAULISTA;2° DOSE;9883
FLOREAL;2° DOSE;2438
FLORA RICA;2° DOSE;1294
FERRAZ DE VASCONCELOS;2° DOSE;113632
FERNÃO;2° DOSE;1422
FERNANDÓPOLIS;2° DOSE;55833
FERNANDO PRESTES;2° DOSE;4912
FARTURA;2° DOSE;12137
EUCLIDES DA CUNHA PAULISTA;2° DOSE;5699
ESTRELA DO NORTE;2° DOSE;2203
ESTRELA D'OESTE;2° DOSE;6967
ESTIVA GERBI;2° DOSE;7443
ESPÍRITO SANTO DO TURVO;2° DOSE;3780
ESPÍRITO SANTO DO PINHAL;2° DOSE;31946
ENGENHEIRO COELHO;2° DOSE;14287
EMILIANÓPOLIS;2° DOSE;2532
EMBU-GUAÇU;2° DOSE;46990
EMBU DAS ARTES;2° DOSE;180588
EMBAÚBA;2° DOSE;1836
ELISIÁRIO;2° DOSE;2624
ELIAS FAUSTO;2° DOSE;13318
ELDORADO;2° DOSE;9586
ECHAPORÃ;2° DOSE;4880
DUMONT;2° DOSE;7539
DUARTINA;2° DOSE;10244
DRACENA;2° DOSE;35760
DOURADO;2° DOSE;7064
DOLCINÓPOLIS;2° DOSE;1987
DOIS CÓRREGOS;2° DOSE;18816
DOBRADA;2° DOSE;6035
DIVINOLÂNDIA;2° DOSE;9707
DIRCE REIS;2° DOSE;1461
DIADEMA;2° DOSE;292097
DESCALVADO;2° DOSE;25971
CUNHA;2° DOSE;16991
CUBATÃO;2° DOSE;78582
CRUZEIRO;2° DOSE;57162
CRUZÁLIA;2° DOSE;1778
CRISTAIS PAULISTA;2° DOSE;6548
CRAVINHOS;2° DOSE;25157
COTIA;2° DOSE;170205
COSMORAMA;2° DOSE;6827
COSMÓPOLIS;2° DOSE;40755
CORUMBATAÍ;2° DOSE;3126
CORONEL MACEDO;2° DOSE;3824
COROADOS;2° DOSE;4158
CORDEIRÓPOLIS;2° DOSE;18506
CONCHAS;2° DOSE;12034
CONCHAL;2° DOSE;21094
COLÔMBIA;2° DOSE;5197
COLINA;2° DOSE;13150
CLEMENTINA;2° DOSE;5628
CHAVANTES;2° DOSE;9249
CHARQUEADA;2° DOSE;12324
CESÁRIO LANGE;2° DOSE;13625
CERQUILHO;2° DOSE;36376
CERQUEIRA CÉSAR;2° DOSE;17817
CEDRAL;2° DOSE;7902
CATIGUÁ;2° DOSE;5790
CATANDUVA;2° DOSE;89813
CASTILHO;2° DOSE;14965
CÁSSIA DOS COQUEIROS;2° DOSE;2209
CASA BRANCA;2° DOSE;20318
CARDOSO;2° DOSE;9428
CARAPICUÍBA;2° DOSE;275848
CARAGUATATUBA;2° DOSE;87966
CAPIVARI;2° DOSE;38307
CAPELA DO ALTO;2° DOSE;17344
CAPÃO BONITO;2° DOSE;34491
CANITAR;2° DOSE;3892
CÂNDIDO RODRIGUES;2° DOSE;2422
CÂNDIDO MOTA;2° DOSE;22971
CANAS;2° DOSE;3557
CANANÉIA;2° DOSE;9675
CAMPOS NOVOS PAULISTA;2° DOSE;3716
CAMPOS DO JORDÃO;2° DOSE;40177
CAMPO LIMPO PAULISTA;2° DOSE;56544
CAMPINAS;2° DOSE;859671
CAMPINA DO MONTE ALEGRE;2° DOSE;4954
CAJURU;2° DOSE;17488
CAJOBI;2° DOSE;7520
CAJATI;2° DOSE;21534
CAJAMAR;2° DOSE;68112
CAIUÁ;2° DOSE;5919
CAIEIRAS;2° DOSE;69331
CAIABU;2° DOSE;2938
CAFELÂNDIA;2° DOSE;12202
CACONDE;2° DOSE;13795
CACHOEIRA PAULISTA;2° DOSE;21774
CAÇAPAVA;2° DOSE;68976
CABREÚVA;2° DOSE;38273
CABRÁLIA PAULISTA;2° DOSE;3423
BURITIZAL;2° DOSE;3116
BURITAMA;2° DOSE;13296
BURI;2° DOSE;14566
BROTAS;2° DOSE;18405
BRODOWSKI;2° DOSE;18358
BREJO ALEGRE;2° DOSE;2043
BRAÚNA;2° DOSE;4144
BRAGANÇA PAULISTA;2° DOSE;135934
BOTUCATU;2° DOSE;130002
BOREBI;2° DOSE;2024
BORBOREMA;2° DOSE;12006
BORACÉIA;2° DOSE;3596
BORÁ;2° DOSE;790
BOM SUCESSO DE ITARARÉ;2° DOSE;2876
BOM JESUS DOS PERDÕES;2° DOSE;17698
BOITUVA;2° DOSE;43524
BOFETE;2° DOSE;7870
BOCAINA;2° DOSE;9007
BOA ESPERANÇA DO SUL;2° DOSE;10205
BIRITIBA MIRIM;2° DOSE;21678
BIRIGUI;2° DOSE;85240
BILAC;2° DOSE;6011
BERTIOGA;2° DOSE;45988
BERNARDINO DE CAMPOS;2° DOSE;9847
BENTO DE ABREU;2° DOSE;2040
BEBEDOURO;2° DOSE;58832
BAURU;2° DOSE;274855
BATATAIS;2° DOSE;46721
BASTOS;2° DOSE;17300
BARUERI;2° DOSE;205069
BARRINHA;2° DOSE;21448
BARRETOS;2° DOSE;94933
BARRA DO TURVO;2° DOSE;5223
BARRA DO CHAPÉU;2° DOSE;4127
BARRA BONITA;2° DOSE;28642
BARIRI;2° DOSE;23284
BARBOSA;2° DOSE;4713
BARÃO DE ANTONINA;2° DOSE;2836
BANANAL;2° DOSE;7613
BÁLSAMO;2° DOSE;7375
BALBINOS;2° DOSE;4421
BADY BASSITT;2° DOSE;15642
AVARÉ;2° DOSE;68655
AVANHANDAVA;2° DOSE;9075
AVAÍ;2° DOSE;4085
AURIFLAMA;2° DOSE;10683
ATIBAIA;2° DOSE;110658
ASSIS;2° DOSE;74722
ASPÁSIA;2° DOSE;1571
ARUJÁ;2° DOSE;63354
ARTUR NOGUEIRA;2° DOSE;38836
ARIRANHA;2° DOSE;6546
AREIÓPOLIS;2° DOSE;7169
AREIAS;2° DOSE;2901
AREALVA;2° DOSE;6601
ARCO-ÍRIS;2° DOSE;1670
ARARAS;2° DOSE;101277
ARARAQUARA;2° DOSE;179839
ARAPEÍ;2° DOSE;1988
ARANDU;2° DOSE;5039
ARAMINA;2° DOSE;4304
ARAÇOIABA DA SERRA;2° DOSE;23921
ARAÇATUBA;2° DOSE;145357
ARAÇARIGUAMA;2° DOSE;15231
APIAÍ;2° DOSE;18114
APARECIDA D'OESTE;2° DOSE;3682
APARECIDA;2° DOSE;24549
ANHUMAS;2° DOSE;3209
ANHEMBI;2° DOSE;4705
ANGATUBA;2° DOSE;17072
ANDRADINA;2° DOSE;43216
ANALÂNDIA;2° DOSE;3367
AMPARO;2° DOSE;55299
AMÉRICO DE CAMPOS;2° DOSE;4742
AMÉRICO BRASILIENSE;2° DOSE;25515
AMERICANA;2° DOSE;169149
ALVINLÂNDIA;2° DOSE;2441
ÁLVARO DE CARVALHO;2° DOSE;5136
ÁLVARES MACHADO;2° DOSE;18192
ÁLVARES FLORENCE;2° DOSE;3248
ALUMÍNIO;2° DOSE;13166
ALTO ALEGRE;2° DOSE;3261
ALTINÓPOLIS;2° DOSE;13230
ALTAIR;2° DOSE;2780
ALFREDO MARCONDES;2° DOSE;3803
ALAMBARI;2° DOSE;4319
AGUDOS;2° DOSE;28597
ÁGUAS DE SÃO PEDRO;2° DOSE;3353
ÁGUAS DE SANTA BÁRBARA;2° DOSE;4783
ÁGUAS DE LINDÓIA;2° DOSE;15398
ÁGUAS DA PRATA;2° DOSE;6340
AGUAÍ;2° DOSE;25617
ADOLFO;2° DOSE;3649
ADAMANTINA;2° DOSE;27692
ZACARIAS;1° DOSE;2129
VOTUPORANGA;1° DOSE;81209
VOTORANTIM;1° DOSE;87438
VITÓRIA BRASIL;1° DOSE;1602
VISTA ALEGRE DO ALTO;1° DOSE;6513
VIRADOURO;1° DOSE;14857
VINHEDO;1° DOSE;63381
VERA CRUZ;1° DOSE;8438
VÁRZEA PAULISTA;1° DOSE;91645
VARGEM GRANDE PAULISTA;1° DOSE;39896
VARGEM GRANDE DO SUL;1° DOSE;34341
VARGEM;1° DOSE;8251
VALPARAÍSO;1° DOSE;20377
VALINHOS;1° DOSE;103488
VALENTIM GENTIL;1° DOSE;11377
URUPÊS;1° DOSE;11494
URU;1° DOSE;1154
URÂNIA;1° DOSE;7352
UNIÃO PAULISTA;1° DOSE;1404
UCHOA;1° DOSE;8193
UBIRAJARA;1° DOSE;4419
UBATUBA;1° DOSE;79624
UBARANA;1° DOSE;4523
TURMALINA;1° DOSE;1716
TURIÚBA;1° DOSE;1612
TUPI PAULISTA;1° DOSE;14088
TUPÃ;1° DOSE;53911
TUIUTI;1° DOSE;5501
TRÊS FRONTEIRAS;1° DOSE;5380
TREMEMBÉ;1° DOSE;41135
TRABIJU;1° DOSE;1475
TORRINHA;1° DOSE;7982
TORRE DE PEDRA;1° DOSE;2371
TIMBURI;1° DOSE;2283
TIETÊ;1° DOSE;31731
TERRA ROXA;1° DOSE;6624
TEODORO SAMPAIO;1° DOSE;18209
TEJUPÁ;1° DOSE;3636
TAUBATÉ;1° DOSE;252483
TATUÍ;1° DOSE;100498
TARUMÃ;1° DOSE;11959
TARABAI;1° DOSE;5622
TAQUARIVAÍ;1° DOSE;4993
TAQUARITUBA;1° DOSE;21126
TAQUARITINGA;1° DOSE;44441
TAQUARAL;1° DOSE;2287
TAPIRATIBA;1° DOSE;10558
TAPIRAÍ;1° DOSE;6779
TANABI;1° DOSE;21292
TAMBAÚ;1° DOSE;17462
TAIÚVA;1° DOSE;5568
TAIAÇU;1° DOSE;4801
TAGUAÍ;1° DOSE;10609
TACIBA;1° DOSE;4844
TABOÃO DA SERRA;1° DOSE;219474
TABATINGA;1° DOSE;12051
TABAPUÃ;1° DOSE;9693
SUZANO;1° DOSE;236596
SUZANÁPOLIS;1° DOSE;2942
SUMARÉ;1° DOSE;226803
SUD MENNUCCI;1° DOSE;6222
SOROCABA;1° DOSE;578208
SOCORRO;1° DOSE;34338
SILVEIRAS;1° DOSE;5265
SEVERÍNIA;1° DOSE;12416
SETE BARRAS;1° DOSE;10544
SERTÃOZINHO;1° DOSE;102257
SERRANA;1° DOSE;40080
SERRA NEGRA;1° DOSE;24253
SERRA AZUL;1° DOSE;12124
SEBASTIANÓPOLIS DO SUL;1° DOSE;2890
SARUTAIÁ;1° DOSE;3124
SARAPUÍ;1° DOSE;8437
SÃO VICENTE;1° DOSE;275647
SÃO SIMÃO;1° DOSE;11761
SÃO SEBASTIÃO DA GRAMA;1° DOSE;9036
SÃO SEBASTIÃO;1° DOSE;73448
SÃO ROQUE;1° DOSE;71891
SÃO PEDRO DO TURVO;1° DOSE;6112
SÃO PEDRO;1° DOSE;30368
SÃO PAULO;1° DOSE;10591149
SÃO MIGUEL ARCANJO;1° DOSE;26779
SÃO MANUEL;1° DOSE;29879
SÃO LUIZ DO PARAITINGA;1° DOSE;9360
SÃO LOURENÇO DA SERRA;1° DOSE;12407
SÃO JOSÉ DOS CAMPOS;1° DOSE;586322
SÃO JOSÉ DO RIO PRETO;1° DOSE;398061
SÃO JOSÉ DO RIO PARDO;1° DOSE;45231
SÃO JOSÉ DO BARREIRO;1° DOSE;3421
SÃO JOSÉ DA BELA VISTA;1° DOSE;6253
SÃO JOAQUIM DA BARRA;1° DOSE;39664
SÃO JOÃO DO PAU D'ALHO;1° DOSE;1919
SÃO JOÃO DE IRACEMA;1° DOSE;1562
SÃO JOÃO DAS DUAS PONTES;1° DOSE;2138
SÃO JOÃO DA BOA VISTA;1° DOSE;78046
SÃO FRANCISCO;1° DOSE;2390
SÃO CARLOS;1° DOSE;212133
SÃO CAETANO DO SUL;1° DOSE;134294
SÃO BERNARDO DO CAMPO;1° DOSE;656680
SÃO BENTO DO SAPUCAÍ;1° DOSE;9945
SANTOS;1° DOSE;377382
SANTÓPOLIS DO AGUAPEÍ;1° DOSE;3235
SANTO EXPEDITO;1° DOSE;2560
SANTO ANTÔNIO DO PINHAL;1° DOSE;6121
SANTO ANTÔNIO DO JARDIM;1° DOSE;5135
SANTO ANTÔNIO DO ARACANGUÁ;1° DOSE;6452
SANTO ANTÔNIO DE POSSE;1° DOSE;19258
SANTO ANTÔNIO DA ALEGRIA;1° DOSE;6042
SANTO ANDRÉ;1° DOSE;584299
SANTO ANASTÁCIO;1° DOSE;15493
SANTANA DE PARNAÍBA;1° DOSE;121167
SANTANA DA PONTE PENSA;1° DOSE;1340
SANTA SALETE;1° DOSE;1436
SANTA ROSA DE VITERBO;1° DOSE;20206
SANTA RITA DO PASSA QUATRO;1° DOSE;22408
SANTA RITA D'OESTE;1° DOSE;2289
SANTA MERCEDES;1° DOSE;2625
SANTA MARIA DA SERRA;1° DOSE;4593
SANTA LÚCIA;1° DOSE;6141
SANTA ISABEL;1° DOSE;45006
SANTA GERTRUDES;1° DOSE;19505
SANTA FÉ DO SUL;1° DOSE;29574
SANTA ERNESTINA;1° DOSE;4840
SANTA CRUZ DO RIO PARDO;1° DOSE;39490
SANTA CRUZ DAS PALMEIRAS;1° DOSE;24251
SANTA CRUZ DA ESPERANÇA;1° DOSE;1777
SANTA CRUZ DA CONCEIÇÃO;1° DOSE;3693
SANTA CLARA D'OESTE;1° DOSE;2055
SANTA BRANCA;1° DOSE;11321
SANTA BÁRBARA D'OESTE;1° DOSE;148767
SANTA ALBERTINA;1° DOSE;5232
SANTA ADÉLIA;1° DOSE;11809
SANDOVALINA;1° DOSE;3069
SALTO GRANDE;1° DOSE;7203
SALTO DE PIRAPORA;1° DOSE;35666
SALTO;1° DOSE;100175
SALTINHO;1° DOSE;7102
SALMOURÃO;1° DOSE;4022
SALESÓPOLIS;1° DOSE;14400
SALES OLIVEIRA;1° DOSE;9387
SALES;1° DOSE;5275
SAGRES;1° DOSE;1994
SABINO;1° DOSE;4505
RUBINÉIA;1° DOSE;2956
RUBIÁCEA;1° DOSE;2416
ROSEIRA;1° DOSE;8458
ROSANA;1° DOSE;14118
RIVERSUL;1° DOSE;4819
RIOLÂNDIA;1° DOSE;9918
RIO GRANDE DA SERRA;1° DOSE;32222
RIO DAS PEDRAS;1° DOSE;25891
RIO CLARO;1° DOSE;168512
RINÓPOLIS;1° DOSE;7661
RINCÃO;1° DOSE;7717
RIFAINA;1° DOSE;3543
RIBEIRÃO PRETO;1° DOSE;552992
RIBEIRÃO PIRES;1° DOSE;95375
RIBEIRÃO GRANDE;1° DOSE;6563
RIBEIRÃO DOS ÍNDIOS;1° DOSE;1834
RIBEIRÃO DO SUL;1° DOSE;3948
RIBEIRÃO CORRENTE;1° DOSE;4026
RIBEIRÃO BRANCO;1° DOSE;14595
RIBEIRÃO BONITO;1° DOSE;9512
RIBEIRA;1° DOSE;2840
RESTINGA;1° DOSE;5783
REGISTRO;1° DOSE;49325
REGINÓPOLIS;1° DOSE;8207
REGENTE FEIJÓ;1° DOSE;16288
REDENÇÃO DA SERRA;1° DOSE;3434
RANCHARIA;1° DOSE;24272
RAFARD;1° DOSE;7693
QUINTANA;1° DOSE;5466
QUELUZ;1° DOSE;8150
QUEIROZ;1° DOSE;2800
QUATÁ;1° DOSE;10873
QUADRA;1° DOSE;3073
PROMISSÃO;1° DOSE;28698
PRESIDENTE VENCESLAU;1° DOSE;29683
PRESIDENTE PRUDENTE;1° DOSE;191797
PRESIDENTE EPITÁCIO;1° DOSE;32057
PRESIDENTE BERNARDES;1° DOSE;13460
PRESIDENTE ALVES;1° DOSE;3314
PRATÂNIA;1° DOSE;4523
PRAIA GRANDE;1° DOSE;273550
PRADÓPOLIS;1° DOSE;14723
PRACINHA;1° DOSE;2819
POTIRENDABA;1° DOSE;14799
POTIM;1° DOSE;18816
PORTO FERREIRA;1° DOSE;44465
PORTO FELIZ;1° DOSE;44384
PORANGABA;1° DOSE;8014
POPULINA;1° DOSE;3638
PONTES GESTAL;1° DOSE;2103
PONTALINDA;1° DOSE;3365
PONTAL;1° DOSE;32378
PONGAÍ;1° DOSE;2910
POMPÉIA;1° DOSE;17216
POLONI;1° DOSE;5066
POÁ;1° DOSE;91911
PLATINA;1° DOSE;2664
PLANALTO;1° DOSE;3759
PITANGUEIRAS;1° DOSE;27671
PIRATININGA;1° DOSE;11923
PIRASSUNUNGA;1° DOSE;60647
PIRAPOZINHO;1° DOSE;20516
PIRAPORA DO BOM JESUS;1° DOSE;15368
PIRANGI;1° DOSE;9154
PIRAJUÍ;1° DOSE;19007
PIRAJU;1° DOSE;25217
PIRACICABA;1° DOSE;341265
PIRACAIA;1° DOSE;23746
PIQUETE;1° DOSE;10616
PIQUEROBI;1° DOSE;2788
PINHALZINHO;1° DOSE;12820
PINDORAMA;1° DOSE;12221
PINDAMONHANGABA;1° DOSE;132174
PILAR DO SUL;1° DOSE;23842
PIEDADE;1° DOSE;45444
PIACATU;1° DOSE;4646
PERUÍBE;1° DOSE;59490
PEREIRAS;1° DOSE;6620
PEREIRA BARRETO;1° DOSE;20385
PENÁPOLIS;1° DOSE;51036
PEDRO DE TOLEDO;1° DOSE;8232
PEDRINHAS PAULISTA;1° DOSE;2520
PEDREIRA;1° DOSE;37447
PEDREGULHO;1° DOSE;13776
