Município;Dose;Total Doses Aplicadas
PRADÓPOLIS;2° DOSE;12444
PRACINHA;2° DOSE;2694
POTIRENDABA;2° DOSE;12262
POTIM;2° DOSE;14756
PORTO FERREIRA;2° DOSE;36317
PORTO FELIZ;2° DOSE;37826
PORANGABA;2° DOSE;7105
POPULINA;2° DOSE;3308
PONTES GESTAL;2° DOSE;1895
PONTALINDA;2° DOSE;2977
PONTAL;2° DOSE;26293
PONGAÍ;2° DOSE;2678
POMPÉIA;2° DOSE;14016
POLONI;2° DOSE;4722
POÁ;2° DOSE;70813
PLATINA;2° DOSE;2460
PLANALTO;2° DOSE;3372
PITANGUEIRAS;2° DOSE;23248
PIRATININGA;2° DOSE;10545
PIRASSUNUNGA;2° DOSE;50027
PIRAPOZINHO;2° DOSE;17664
PIRAPORA DO BOM JESUS;2° DOSE;10482
PIRANGI;2° DOSE;8142
PIRAJUÍ;2° DOSE;13575
PIRAJU;2° DOSE;21228
PIRACICABA;2° DOSE;293623
PIRACAIA;2° DOSE;20238
PIQUETE;2° DOSE;9045
PIQUEROBI;2° DOSE;2175
PINHALZINHO;2° DOSE;11541
PINDORAMA;2° DOSE;11058
PINDAMONHANGABA;2° DOSE;106778
PILAR DO SUL;2° DOSE;20748
PIEDADE;2° DOSE;35001
PIACATU;2° DOSE;3985
PERUÍBE;2° DOSE;45899
PEREIRAS;2° DOSE;5595
PEREIRA BARRETO;2° DOSE;17062
PENÁPOLIS;2° DOSE;42329
PEDRO DE TOLEDO;2° DOSE;6796
PEDRINHAS PAULISTA;2° DOSE;2383
PEDREIRA;2° DOSE;31312
PEDREGULHO;2° DOSE;10989
PEDRANÓPOLIS;2° DOSE;2012
PEDRA BELA;2° DOSE;4960
PEDERNEIRAS;2° DOSE;29063
PAULO DE FARIA;2° DOSE;6170
PAULISTÂNIA;2° DOSE;1523
PAULÍNIA;2° DOSE;72090
PAULICÉIA;2° DOSE;5247
PATROCÍNIO PAULISTA;2° DOSE;10488
PARISI;2° DOSE;1971
PARIQUERA-AÇU;2° DOSE;13715
PARDINHO;2° DOSE;4551
PARAPUÃ;2° DOSE;7359
PARANAPUÃ;2° DOSE;3194
PARANAPANEMA;2° DOSE;13640
PARAÍSO;2° DOSE;4323
PARAIBUNA;2° DOSE;12493
PARAGUAÇU PAULISTA;2° DOSE;31460
PANORAMA;2° DOSE;9995
PALMITAL;2° DOSE;15664
PALMEIRA D'OESTE;2° DOSE;7139
PALMARES PAULISTA;2° DOSE;6878
PALESTINA;2° DOSE;8459
PACAEMBU;2° DOSE;10156
OUROESTE;2° DOSE;7385
OURO VERDE;2° DOSE;5383
OURINHOS;2° DOSE;70870
OSVALDO CRUZ;2° DOSE;24004
OSCAR BRESSANE;2° DOSE;1914
OSASCO;2° DOSE;442084
ORLÂNDIA;2° DOSE;26833
ORINDIÚVA;2° DOSE;4794
ORIENTE;2° DOSE;4493
ONDA VERDE;2° DOSE;3397
OLÍMPIA;2° DOSE;39252
ÓLEO;2° DOSE;2049
OCAUÇU;2° DOSE;3384
NUPORANGA;2° DOSE;5219
NOVO HORIZONTE;2° DOSE;28792
NOVAIS;2° DOSE;2966
NOVA ODESSA;2° DOSE;38049
NOVA LUZITÂNIA;2° DOSE;2219
NOVA INDEPENDÊNCIA;2° DOSE;3117
NOVA GUATAPORANGA;2° DOSE;1780
NOVA GRANADA;2° DOSE;14757
NOVA EUROPA;2° DOSE;6690
NOVA CASTILHO;2° DOSE;881
NOVA CANAÃ PAULISTA;2° DOSE;1616
NOVA CAMPINA;2° DOSE;6931
NOVA ALIANÇA;2° DOSE;5181
NIPOÃ;2° DOSE;3297
NHANDEARA;2° DOSE;7783
NEVES PAULISTA;2° DOSE;6997
NAZARÉ PAULISTA;2° DOSE;12291
NATIVIDADE DA SERRA;2° DOSE;4598
NARANDIBA;2° DOSE;3757
NANTES;2° DOSE;2010
MURUTINGA DO SUL;2° DOSE;3016
MOTUCA;2° DOSE;3250
MORUNGABA;2° DOSE;9640
MORRO AGUDO;2° DOSE;20021
MONTEIRO LOBATO;2° DOSE;3039
MONTE MOR;2° DOSE;39098
MONTE CASTELO;2° DOSE;3167
MONTE AZUL PAULISTA;2° DOSE;13179
MONTE APRAZÍVEL;2° DOSE;16594
MONTE ALTO;2° DOSE;36582
MONTE ALEGRE DO SUL;2° DOSE;5798
MONGAGUÁ;2° DOSE;33770
MONÇÕES;2° DOSE;1652
MOMBUCA;2° DOSE;2446
MOGI MIRIM;2° DOSE;65992
MOGI GUAÇU;2° DOSE;102057
MOGI DAS CRUZES;2° DOSE;289415
MOCOCA;2° DOSE;48895
MIRASSOLÂNDIA;2° DOSE;3726
MIRASSOL;2° DOSE;44809
MIRANTE DO PARANAPANEMA;2° DOSE;11189
MIRANDÓPOLIS;2° DOSE;20216
MIRACATU;2° DOSE;12698
MIRA ESTRELA;2° DOSE;2367
MINEIROS DO TIETÊ;2° DOSE;8393
MIGUELÓPOLIS;2° DOSE;14227
MESÓPOLIS;2° DOSE;1470
MERIDIANO;2° DOSE;2988
MENDONÇA;2° DOSE;4518
MAUÁ;2° DOSE;265254
MATÃO;2° DOSE;58958
MARTINÓPOLIS;2° DOSE;18832
MARINÓPOLIS;2° DOSE;1524
MARÍLIA;2° DOSE;158553
MARIÁPOLIS;2° DOSE;2760
MARAPOAMA;2° DOSE;2468
MARACAÍ;2° DOSE;9338
MARABÁ PAULISTA;2° DOSE;3823
MANDURI;2° DOSE;7358
MAIRIPORÃ;2° DOSE;59434
MAIRINQUE;2° DOSE;32523
MAGDA;2° DOSE;2466
MACEDÔNIA;2° DOSE;2999
MACAUBAL;2° DOSE;5574
MACATUBA;2° DOSE;12189
LUTÉCIA;2° DOSE;1991
LUPÉRCIO;2° DOSE;2978
LUIZIÂNIA;2° DOSE;3557
LUÍS ANTÔNIO;2° DOSE;8762
LUCIANÓPOLIS;2° DOSE;1830
LUCÉLIA;2° DOSE;15259
LOUVEIRA;2° DOSE;34457
LOURDES;2° DOSE;1704
LORENA;2° DOSE;55655
LINS;2° DOSE;51871
LINDÓIA;2° DOSE;5110
LIMEIRA;2° DOSE;189744
LENÇÓIS PAULISTA;2° DOSE;44600
LEME;2° DOSE;67633
LAVRINHAS;2° DOSE;4015
LAVÍNIA;2° DOSE;9550
LARANJAL PAULISTA;2° DOSE;19471
LAGOINHA;2° DOSE;4299
JUQUITIBA;2° DOSE;20522
JUQUIÁ;2° DOSE;11320
JUNQUEIRÓPOLIS;2° DOSE;15429
JUNDIAÍ;2° DOSE;299756
JUMIRIM;2° DOSE;2398
JÚLIO MESQUITA;2° DOSE;3225
JOSÉ BONIFÁCIO;2° DOSE;26641
JOÃO RAMALHO;2° DOSE;3185
JOANÓPOLIS;2° DOSE;9332
JERIQUARA;2° DOSE;2463
JAÚ;2° DOSE;93190
JARINU;2° DOSE;21638
JARDINÓPOLIS;2° DOSE;27691
JANDIRA;2° DOSE;68295
JAMBEIRO;2° DOSE;4227
JALES;2° DOSE;34546
JAGUARIÚNA;2° DOSE;41368
JACUPIRANGA;2° DOSE;10019
JACI;2° DOSE;5875
JACAREÍ;2° DOSE;135653
JABOTICABAL;2° DOSE;51217
JABORANDI;2° DOSE;4609
ITUVERAVA;2° DOSE;27580
ITUPEVA;2° DOSE;43270
ITU;2° DOSE;121301
ITOBI;2° DOSE;4817
ITIRAPUÃ;2° DOSE;4337
ITIRAPINA;2° DOSE;11176
ITATINGA;2° DOSE;12759
ITATIBA;2° DOSE;80725
ITARIRI;2° DOSE;9685
ITARARÉ;2° DOSE;33170
ITAQUAQUECETUBA;2° DOSE;194993
ITAPURA;2° DOSE;3002
ITAPUÍ;2° DOSE;9173
ITAPORANGA;2° DOSE;10385
ITÁPOLIS;2° DOSE;28457
ITAPIRAPUÃ PAULISTA;2° DOSE;3217
ITAPIRA;2° DOSE;54230
ITAPEVI;2° DOSE;130469
ITAPEVA;2° DOSE;67346
ITAPETININGA;2° DOSE;108854
ITAPECERICA DA SERRA;2° DOSE;103390
ITAOCA;2° DOSE;2628
ITANHAÉM;2° DOSE;72999
ITAJU;2° DOSE;2465
ITAJOBI;2° DOSE;12331
ITAÍ;2° DOSE;19175
ITABERÁ;2° DOSE;14210
IRAPURU;2° DOSE;5992
IRAPUÃ;2° DOSE;4918
IRACEMÁPOLIS;2° DOSE;15276
IPUÃ;2° DOSE;10417
IPORANGA;2° DOSE;2826
IPIGUÁ;2° DOSE;4048
IPEÚNA;2° DOSE;4325
IPERÓ;2° DOSE;22332
IPAUSSU;2° DOSE;10060
INÚBIA PAULISTA;2° DOSE;2916
INDIAPORÃ;2° DOSE;3172
INDIANA;2° DOSE;3606
INDAIATUBA;2° DOSE;190002
ILHABELA;2° DOSE;26777
ILHA SOLTEIRA;2° DOSE;19714
ILHA COMPRIDA;2° DOSE;8633
IGUAPE;2° DOSE;19911
IGARATÁ;2° DOSE;7426
IGARAPAVA;2° DOSE;18031
IGARAÇU DO TIETÊ;2° DOSE;16696
IEPÊ;2° DOSE;6090
ICÉM;2° DOSE;5632
IBIÚNA;2° DOSE;41873
IBITINGA;2° DOSE;40447
IBIRAREMA;2° DOSE;4896
IBIRÁ;2° DOSE;8443
IBATÉ;2° DOSE;22731
IARAS;2° DOSE;6744
IACRI;2° DOSE;4692
IACANGA;2° DOSE;8466
HORTOLÂNDIA;2° DOSE;148876
HOLAMBRA;2° DOSE;11194
HERCULÂNDIA;2° DOSE;5678
GUZOLÂNDIA;2° DOSE;3376
GUATAPARÁ;2° DOSE;5254
GUARULHOS;2° DOSE;826610
GUARUJÁ;2° DOSE;180639
GUARIBA;2° DOSE;26417
GUAREÍ;2° DOSE;11864
GUARATINGUETÁ;2° DOSE;81921
GUARAREMA;2° DOSE;22283
GUARARAPES;2° DOSE;22646
GUARANTÃ;2° DOSE;4278
GUARANI D'OESTE;2° DOSE;1579
GUARACI;2° DOSE;7313
GUARAÇAÍ;2° DOSE;5891
GUARÁ;2° DOSE;13499
GUAPIARA;2° DOSE;11604
GUAPIAÇU;2° DOSE;14097
GUAÍRA;2° DOSE;29086
GUAIMBÊ;2° DOSE;3907
GUAIÇARA;2° DOSE;7823
GLICÉRIO;2° DOSE;3172
GETULINA;2° DOSE;7695
GENERAL SALGADO;2° DOSE;7608
GAVIÃO PEIXOTO;2° DOSE;3473
GASTÃO VIDIGAL;2° DOSE;2704
GARÇA;2° DOSE;30181
GÁLIA;2° DOSE;4943
GABRIEL MONTEIRO;2° DOSE;2110
FRANCO DA ROCHA;2° DOSE;98598
FRANCISCO MORATO;2° DOSE;103354
FRANCA;2° DOSE;230727
FLORÍNEA;2° DOSE;3137
FLÓRIDA PAULISTA;2° DOSE;9512
FLOREAL;2° DOSE;2369
FLORA RICA;2° DOSE;1238
FERRAZ DE VASCONCELOS;2° DOSE;103942
FERNÃO;2° DOSE;1310
FERNANDÓPOLIS;2° DOSE;52519
FERNANDO PRESTES;2° DOSE;4544
FARTURA;2° DOSE;11336
EUCLIDES DA CUNHA PAULISTA;2° DOSE;5081
ESTRELA DO NORTE;2° DOSE;2155
ESTRELA D'OESTE;2° DOSE;6443
ESTIVA GERBI;2° DOSE;6978
ESPÍRITO SANTO DO TURVO;2° DOSE;3406
ESPÍRITO SANTO DO PINHAL;2° DOSE;29455
ENGENHEIRO COELHO;2° DOSE;12685
EMILIANÓPOLIS;2° DOSE;2430
EMBU-GUAÇU;2° DOSE;43159
EMBU DAS ARTES;2° DOSE;165622
EMBAÚBA;2° DOSE;1743
ELISIÁRIO;2° DOSE;2433
ELIAS FAUSTO;2° DOSE;12474
ELDORADO;2° DOSE;8705
ECHAPORÃ;2° DOSE;4365
DUMONT;2° DOSE;6553
DUARTINA;2° DOSE;9460
DRACENA;2° DOSE;33448
DOURADO;2° DOSE;6689
DOLCINÓPOLIS;2° DOSE;1945
DOIS CÓRREGOS;2° DOSE;18002
DOBRADA;2° DOSE;5470
DIVINOLÂNDIA;2° DOSE;9253
DIRCE REIS;2° DOSE;1430
DIADEMA;2° DOSE;266105
DESCALVADO;2° DOSE;25197
CUNHA;2° DOSE;15613
CUBATÃO;2° DOSE;71030
CRUZEIRO;2° DOSE;54501
CRUZÁLIA;2° DOSE;1635
CRISTAIS PAULISTA;2° DOSE;5999
CRAVINHOS;2° DOSE;23266
COTIA;2° DOSE;151552
COSMORAMA;2° DOSE;6260
COSMÓPOLIS;2° DOSE;37559
CORUMBATAÍ;2° DOSE;2842
CORONEL MACEDO;2° DOSE;3645
COROADOS;2° DOSE;3856
CORDEIRÓPOLIS;2° DOSE;16685
CONCHAS;2° DOSE;11293
CONCHAL;2° DOSE;18101
COLÔMBIA;2° DOSE;4630
COLINA;2° DOSE;11997
CLEMENTINA;2° DOSE;5348
CHAVANTES;2° DOSE;8600
CHARQUEADA;2° DOSE;11177
CESÁRIO LANGE;2° DOSE;12667
CERQUILHO;2° DOSE;34493
CERQUEIRA CÉSAR;2° DOSE;16214
CEDRAL;2° DOSE;7294
CATIGUÁ;2° DOSE;5405
CATANDUVA;2° DOSE;85129
CASTILHO;2° DOSE;13353
CÁSSIA DOS COQUEIROS;2° DOSE;2147
CASA BRANCA;2° DOSE;18727
CARDOSO;2° DOSE;8682
CARAPICUÍBA;2° DOSE;248505
CARAGUATATUBA;2° DOSE;79512
CAPIVARI;2° DOSE;35201
CAPELA DO ALTO;2° DOSE;15261
CAPÃO BONITO;2° DOSE;31436
CANITAR;2° DOSE;3491
CÂNDIDO RODRIGUES;2° DOSE;2316
CÂNDIDO MOTA;2° DOSE;21890
CANAS;2° DOSE;3371
CANANÉIA;2° DOSE;8442
CAMPOS NOVOS PAULISTA;2° DOSE;3405
CAMPOS DO JORDÃO;2° DOSE;36460
CAMPO LIMPO PAULISTA;2° DOSE;50951
CAMPINAS;2° DOSE;799122
CAMPINA DO MONTE ALEGRE;2° DOSE;4483
CAJURU;2° DOSE;16572
CAJOBI;2° DOSE;7135
CAJATI;2° DOSE;19157
CAJAMAR;2° DOSE;60966
CAIUÁ;2° DOSE;5270
CAIEIRAS;2° DOSE;63933
CAIABU;2° DOSE;2811
CAFELÂNDIA;2° DOSE;11287
CACONDE;2° DOSE;12478
CACHOEIRA PAULISTA;2° DOSE;19446
CAÇAPAVA;2° DOSE;61994
CABREÚVA;2° DOSE;34701
CABRÁLIA PAULISTA;2° DOSE;3162
BURITIZAL;2° DOSE;2820
BURITAMA;2° DOSE;12382
BURI;2° DOSE;12476
BROTAS;2° DOSE;17330
BRODOWSKI;2° DOSE;17103
BREJO ALEGRE;2° DOSE;1857
BRAÚNA;2° DOSE;3759
BRAGANÇA PAULISTA;2° DOSE;126232
BOTUCATU;2° DOSE;125186
BOREBI;2° DOSE;1904
BORBOREMA;2° DOSE;11584
BORACÉIA;2° DOSE;3357
BORÁ;2° DOSE;715
BOM SUCESSO DE ITARARÉ;2° DOSE;2586
BOM JESUS DOS PERDÕES;2° DOSE;16288
BOITUVA;2° DOSE;39323
BOFETE;2° DOSE;7109
BOCAINA;2° DOSE;8614
BOA ESPERANÇA DO SUL;2° DOSE;9654
BIRITIBA MIRIM;2° DOSE;19623
BIRIGUI;2° DOSE;79327
BILAC;2° DOSE;5652
BERTIOGA;2° DOSE;41909
BERNARDINO DE CAMPOS;2° DOSE;8890
BENTO DE ABREU;2° DOSE;1955
BEBEDOURO;2° DOSE;53072
BAURU;2° DOSE;256058
BATATAIS;2° DOSE;44417
BASTOS;2° DOSE;15971
BARUERI;2° DOSE;185270
BARRINHA;2° DOSE;19093
BARRETOS;2° DOSE;88410
BARRA DO TURVO;2° DOSE;4664
BARRA DO CHAPÉU;2° DOSE;3928
BARRA BONITA;2° DOSE;27391
BARIRI;2° DOSE;21837
BARBOSA;2° DOSE;4375
BARÃO DE ANTONINA;2° DOSE;2645
BANANAL;2° DOSE;6853
BÁLSAMO;2° DOSE;7073
BALBINOS;2° DOSE;4319
BADY BASSITT;2° DOSE;14574
AVARÉ;2° DOSE;63400
AVANHANDAVA;2° DOSE;8363
AVAÍ;2° DOSE;3825
AURIFLAMA;2° DOSE;9909
ATIBAIA;2° DOSE;99399
ASSIS;2° DOSE;70237
ASPÁSIA;2° DOSE;1471
ARUJÁ;2° DOSE;58537
ARTUR NOGUEIRA;2° DOSE;35254
ARIRANHA;2° DOSE;6050
AREIÓPOLIS;2° DOSE;6488
AREIAS;2° DOSE;2570
AREALVA;2° DOSE;6366
ARCO-ÍRIS;2° DOSE;1531
ARARAS;2° DOSE;88339
ARARAQUARA;2° DOSE;167781
ARAPEÍ;2° DOSE;1847
ARANDU;2° DOSE;4682
ARAMINA;2° DOSE;3898
ARAÇOIABA DA SERRA;2° DOSE;22264
ARAÇATUBA;2° DOSE;135019
ARAÇARIGUAMA;2° DOSE;13642
APIAÍ;2° DOSE;16387
APARECIDA D'OESTE;2° DOSE;3413
APARECIDA;2° DOSE;22830
ANHUMAS;2° DOSE;3025
ANHEMBI;2° DOSE;4203
ANGATUBA;2° DOSE;15707
ANDRADINA;2° DOSE;39592
ANALÂNDIA;2° DOSE;3107
AMPARO;2° DOSE;50998
AMÉRICO DE CAMPOS;2° DOSE;4496
AMÉRICO BRASILIENSE;2° DOSE;23535
AMERICANA;2° DOSE;160460
ALVINLÂNDIA;2° DOSE;1965
ÁLVARO DE CARVALHO;2° DOSE;4287
ÁLVARES MACHADO;2° DOSE;16848
ÁLVARES FLORENCE;2° DOSE;3100
ALUMÍNIO;2° DOSE;11570
ALTO ALEGRE;2° DOSE;3019
ALTINÓPOLIS;2° DOSE;12535
ALTAIR;2° DOSE;2565
ALFREDO MARCONDES;2° DOSE;3586
ALAMBARI;2° DOSE;3946
AGUDOS;2° DOSE;26487
ÁGUAS DE SÃO PEDRO;2° DOSE;3067
ÁGUAS DE SANTA BÁRBARA;2° DOSE;4384
ÁGUAS DE LINDÓIA;2° DOSE;14544
ÁGUAS DA PRATA;2° DOSE;6056
AGUAÍ;2° DOSE;23975
ADOLFO;2° DOSE;3448
ADAMANTINA;2° DOSE;25354
ZACARIAS;1° DOSE;2115
VOTUPORANGA;1° DOSE;80648
VOTORANTIM;1° DOSE;86508
VITÓRIA BRASIL;1° DOSE;1590
VISTA ALEGRE DO ALTO;1° DOSE;6467
VIRADOURO;1° DOSE;14730
VINHEDO;1° DOSE;62679
VERA CRUZ;1° DOSE;8401
VÁRZEA PAULISTA;1° DOSE;90706
VARGEM GRANDE PAULISTA;1° DOSE;39490
VARGEM GRANDE DO SUL;1° DOSE;34078
VARGEM;1° DOSE;8197
VALPARAÍSO;1° DOSE;20254
VALINHOS;1° DOSE;102602
VALENTIM GENTIL;1° DOSE;11262
URUPÊS;1° DOSE;11359
URU;1° DOSE;1150
URÂNIA;1° DOSE;7316
UNIÃO PAULISTA;1° DOSE;1391
UCHOA;1° DOSE;8077
UBIRAJARA;1° DOSE;4366
UBATUBA;1° DOSE;78380
UBARANA;1° DOSE;4503
TURMALINA;1° DOSE;1705
TURIÚBA;1° DOSE;1612
TUPI PAULISTA;1° DOSE;13981
TUPÃ;1° DOSE;53731
TUIUTI;1° DOSE;5410
TRÊS FRONTEIRAS;1° DOSE;5342
TREMEMBÉ;1° DOSE;40858
TRABIJU;1° DOSE;1434
TORRINHA;1° DOSE;7939
TORRE DE PEDRA;1° DOSE;2362
TIMBURI;1° DOSE;2273
TIETÊ;1° DOSE;31720
TERRA ROXA;1° DOSE;6601
TEODORO SAMPAIO;1° DOSE;18097
TEJUPÁ;1° DOSE;3619
TAUBATÉ;1° DOSE;249271
TATUÍ;1° DOSE;99886
TARUMÃ;1° DOSE;11896
TARABAI;1° DOSE;5597
TAQUARIVAÍ;1° DOSE;4806
TAQUARITUBA;1° DOSE;20987
TAQUARITINGA;1° DOSE;44236
TAQUARAL;1° DOSE;2266
TAPIRATIBA;1° DOSE;10526
TAPIRAÍ;1° DOSE;6686
TANABI;1° DOSE;21184
TAMBAÚ;1° DOSE;17343
TAIÚVA;1° DOSE;5495
TAIAÇU;1° DOSE;4776
TAGUAÍ;1° DOSE;10500
TACIBA;1° DOSE;4768
TABOÃO DA SERRA;1° DOSE;217987
TABATINGA;1° DOSE;11992
TABAPUÃ;1° DOSE;9627
SUZANO;1° DOSE;231896
SUZANÁPOLIS;1° DOSE;2931
SUMARÉ;1° DOSE;223800
SUD MENNUCCI;1° DOSE;6189
SOROCABA;1° DOSE;561668
SOCORRO;1° DOSE;34070
SILVEIRAS;1° DOSE;5240
SEVERÍNIA;1° DOSE;12353
SETE BARRAS;1° DOSE;10280
SERTÃOZINHO;1° DOSE;101513
SERRANA;1° DOSE;39672
SERRA NEGRA;1° DOSE;24056
SERRA AZUL;1° DOSE;12042
SEBASTIANÓPOLIS DO SUL;1° DOSE;2880
SARUTAIÁ;1° DOSE;3082
SARAPUÍ;1° DOSE;8388
SÃO VICENTE;1° DOSE;272953
SÃO SIMÃO;1° DOSE;11717
SÃO SEBASTIÃO DA GRAMA;1° DOSE;8976
SÃO SEBASTIÃO;1° DOSE;72281
SÃO ROQUE;1° DOSE;70935
SÃO PEDRO DO TURVO;1° DOSE;6046
SÃO PEDRO;1° DOSE;29872
SÃO PAULO;1° DOSE;10517375
SÃO MIGUEL ARCANJO;1° DOSE;26621
SÃO MANUEL;1° DOSE;29645
SÃO LUIZ DO PARAITINGA;1° DOSE;9317
SÃO LOURENÇO DA SERRA;1° DOSE;12254
SÃO JOSÉ DOS CAMPOS;1° DOSE;580784
SÃO JOSÉ DO RIO PRETO;1° DOSE;393522
SÃO JOSÉ DO RIO PARDO;1° DOSE;44936
SÃO JOSÉ DO BARREIRO;1° DOSE;3406
SÃO JOSÉ DA BELA VISTA;1° DOSE;6205
SÃO JOAQUIM DA BARRA;1° DOSE;39560
SÃO JOÃO DO PAU D'ALHO;1° DOSE;1867
SÃO JOÃO DE IRACEMA;1° DOSE;1554
SÃO JOÃO DAS DUAS PONTES;1° DOSE;2133
SÃO JOÃO DA BOA VISTA;1° DOSE;77465
SÃO FRANCISCO;1° DOSE;2384
SÃO CARLOS;1° DOSE;210884
SÃO CAETANO DO SUL;1° DOSE;132878
SÃO BERNARDO DO CAMPO;1° DOSE;652185
SÃO BENTO DO SAPUCAÍ;1° DOSE;9761
SANTOS;1° DOSE;374376
SANTÓPOLIS DO AGUAPEÍ;1° DOSE;3230
SANTO EXPEDITO;1° DOSE;2534
SANTO ANTÔNIO DO PINHAL;1° DOSE;6056
SANTO ANTÔNIO DO JARDIM;1° DOSE;5055
SANTO ANTÔNIO DO ARACANGUÁ;1° DOSE;6404
SANTO ANTÔNIO DE POSSE;1° DOSE;19114
SANTO ANTÔNIO DA ALEGRIA;1° DOSE;5980
SANTO ANDRÉ;1° DOSE;582840
SANTO ANASTÁCIO;1° DOSE;15443
SANTANA DE PARNAÍBA;1° DOSE;119766
SANTANA DA PONTE PENSA;1° DOSE;1326
SANTA SALETE;1° DOSE;1426
SANTA ROSA DE VITERBO;1° DOSE;20149
SANTA RITA DO PASSA QUATRO;1° DOSE;22330
SANTA RITA D'OESTE;1° DOSE;2279
SANTA MERCEDES;1° DOSE;2619
SANTA MARIA DA SERRA;1° DOSE;4566
SANTA LÚCIA;1° DOSE;6123
SANTA ISABEL;1° DOSE;44714
SANTA GERTRUDES;1° DOSE;19375
SANTA FÉ DO SUL;1° DOSE;29413
SANTA ERNESTINA;1° DOSE;4789
SANTA CRUZ DO RIO PARDO;1° DOSE;39342
SANTA CRUZ DAS PALMEIRAS;1° DOSE;24053
SANTA CRUZ DA ESPERANÇA;1° DOSE;1754
SANTA CRUZ DA CONCEIÇÃO;1° DOSE;3678
SANTA CLARA D'OESTE;1° DOSE;2031
SANTA BRANCA;1° DOSE;11234
SANTA BÁRBARA D'OESTE;1° DOSE;147917
SANTA ALBERTINA;1° DOSE;5152
SANTA ADÉLIA;1° DOSE;11712
SANDOVALINA;1° DOSE;3031
SALTO GRANDE;1° DOSE;7166
SALTO DE PIRAPORA;1° DOSE;35464
SALTO;1° DOSE;99402
SALTINHO;1° DOSE;7015
SALMOURÃO;1° DOSE;4014
SALESÓPOLIS;1° DOSE;14300
SALES OLIVEIRA;1° DOSE;9318
SALES;1° DOSE;5242
SAGRES;1° DOSE;1966
SABINO;1° DOSE;4479
RUBINÉIA;1° DOSE;2937
RUBIÁCEA;1° DOSE;2402
ROSEIRA;1° DOSE;8398
ROSANA;1° DOSE;14015
RIVERSUL;1° DOSE;4711
RIOLÂNDIA;1° DOSE;9759
RIO GRANDE DA SERRA;1° DOSE;31286
RIO DAS PEDRAS;1° DOSE;25656
RIO CLARO;1° DOSE;166823
RINÓPOLIS;1° DOSE;7607
RINCÃO;1° DOSE;7667
RIFAINA;1° DOSE;3451
RIBEIRÃO PRETO;1° DOSE;548530
RIBEIRÃO PIRES;1° DOSE;94820
RIBEIRÃO GRANDE;1° DOSE;6496
RIBEIRÃO DOS ÍNDIOS;1° DOSE;1828
RIBEIRÃO DO SUL;1° DOSE;3916
RIBEIRÃO CORRENTE;1° DOSE;3996
RIBEIRÃO BRANCO;1° DOSE;14308
RIBEIRÃO BONITO;1° DOSE;9465
RIBEIRA;1° DOSE;2818
RESTINGA;1° DOSE;5759
REGISTRO;1° DOSE;48611
REGINÓPOLIS;1° DOSE;8195
REGENTE FEIJÓ;1° DOSE;16205
REDENÇÃO DA SERRA;1° DOSE;3406
RANCHARIA;1° DOSE;24190
RAFARD;1° DOSE;7643
QUINTANA;1° DOSE;5388
QUELUZ;1° DOSE;8111
QUEIROZ;1° DOSE;2730
QUATÁ;1° DOSE;10774
QUADRA;1° DOSE;2994
PROMISSÃO;1° DOSE;28562
PRESIDENTE VENCESLAU;1° DOSE;29560
PRESIDENTE PRUDENTE;1° DOSE;190604
PRESIDENTE EPITÁCIO;1° DOSE;31771
PRESIDENTE BERNARDES;1° DOSE;13393
PRESIDENTE ALVES;1° DOSE;3291
PRATÂNIA;1° DOSE;4454
PRAIA GRANDE;1° DOSE;271478
PRADÓPOLIS;1° DOSE;14652
PRACINHA;1° DOSE;2815
POTIRENDABA;1° DOSE;14634
POTIM;1° DOSE;18670
PORTO FERREIRA;1° DOSE;44100
PORTO FELIZ;1° DOSE;43464
PORANGABA;1° DOSE;7981
POPULINA;1° DOSE;3626
PONTES GESTAL;1° DOSE;2090
PONTALINDA;1° DOSE;3332
PONTAL;1° DOSE;32148
PONGAÍ;1° DOSE;2869
POMPÉIA;1° DOSE;17067
POLONI;1° DOSE;5037
POÁ;1° DOSE;91298
PLATINA;1° DOSE;2658
PLANALTO;1° DOSE;3738
PITANGUEIRAS;1° DOSE;27485
PIRATININGA;1° DOSE;11853
PIRASSUNUNGA;1° DOSE;60177
PIRAPOZINHO;1° DOSE;20348
PIRAPORA DO BOM JESUS;1° DOSE;15252
PIRANGI;1° DOSE;9048
PIRAJUÍ;1° DOSE;18113
PIRAJU;1° DOSE;25102
PIRACICABA;1° DOSE;336376
PIRACAIA;1° DOSE;23528
PIQUETE;1° DOSE;10559
PIQUEROBI;1° DOSE;2781
PINHALZINHO;1° DOSE;12595
PINDORAMA;1° DOSE;12166
PINDAMONHANGABA;1° DOSE;130799
PILAR DO SUL;1° DOSE;23716
PIEDADE;1° DOSE;45019
PIACATU;1° DOSE;4622
PERUÍBE;1° DOSE;58001
PEREIRAS;1° DOSE;6580
PEREIRA BARRETO;1° DOSE;20287
PENÁPOLIS;1° DOSE;50735
PEDRO DE TOLEDO;1° DOSE;8170
PEDRINHAS PAULISTA;1° DOSE;2514
PEDREIRA;1° DOSE;37182
PEDREGULHO;1° DOSE;13656
PEDRANÓPOLIS;1° DOSE;2382
PEDRA BELA;1° DOSE;5481
PEDERNEIRAS;1° DOSE;36285
PAULO DE FARIA;1° DOSE;7099
PAULISTÂNIA;1° DOSE;1663
PAULÍNIA;1° DOSE;85500
